convergencia,factorial_A,factorial_B,factorial_C,mean_opinion_final,motor,param,polarization_index,seed,std_opinion_final,tiempo_ms,value
False,,,,0.090951,massive_engine,layer_weights,0.583079,45,0.583079,2.1,"(0.2, 0.4, 0.4)"
False,,,,0.015676,massive_engine,layer_weights,0.534056,46,0.534056,2.1,"(0.2, 0.4, 0.4)"
,0.1,0.0,0.1,0.140211,factorial_2k,AxBxC,,42,0.051318,45.6,"A=0.1,B=0.0,C=0.1"
,0.1,0.0,0.1,0.686258,factorial_2k,AxBxC,,43,0.034103,43.0,"A=0.1,B=0.0,C=0.1"
,0.1,0.0,0.1,0.224104,factorial_2k,AxBxC,,44,0.118871,43.7,"A=0.1,B=0.0,C=0.1"
,0.1,0.0,0.1,0.104435,factorial_2k,AxBxC,,45,0.038293,44.7,"A=0.1,B=0.0,C=0.1"
,0.1,0.0,0.1,0.290762,factorial_2k,AxBxC,,46,0.058004,42.5,"A=0.1,B=0.0,C=0.1"
,0.1,0.0,0.4,0.140211,factorial_2k,AxBxC,,42,0.051318,44.5,"A=0.1,B=0.0,C=0.4"
,0.1,0.0,0.4,0.686258,factorial_2k,AxBxC,,43,0.034103,42.9,"A=0.1,B=0.0,C=0.4"
,0.1,0.0,0.4,0.224104,factorial_2k,AxBxC,,44,0.118871,45.4,"A=0.1,B=0.0,C=0.4"
,0.1,0.0,0.4,0.104435,factorial_2k,AxBxC,,45,0.038293,44.5,"A=0.1,B=0.0,C=0.4"
,0.1,0.0,0.4,0.290762,factorial_2k,AxBxC,,46,0.058004,42.7,"A=0.1,B=0.0,C=0.4"
,0.1,0.2,0.1,0.143773,factorial_2k,AxBxC,,42,0.178081,48.9,"A=0.1,B=0.2,C=0.1"
,0.1,0.2,0.1,0.523383,factorial_2k,AxBxC,,43,0.124001,60.0,"A=0.1,B=0.2,C=0.1"
,0.1,0.2,0.1,0.563675,factorial_2k,AxBxC,,44,0.355699,65.5,"A=0.1,B=0.2,C=0.1"
,0.1,0.2,0.1,0.067539,factorial_2k,AxBxC,,45,0.133405,58.7,"A=0.1,B=0.2,C=0.1"
,0.1,0.2,0.1,0.515877,factorial_2k,AxBxC,,46,0.210054,60.2,"A=0.1,B=0.2,C=0.1"
,0.1,0.2,0.4,0.143773,factorial_2k,AxBxC,,42,0.178081,62.0,"A=0.1,B=0.2,C=0.4"
,0.1,0.2,0.4,0.523383,factorial_2k,AxBxC,,43,0.124001,61.7,"A=0.1,B=0.2,C=0.4"
,0.1,0.2,0.4,0.563675,factorial_2k,AxBxC,,44,0.355699,59.9,"A=0.1,B=0.2,C=0.4"
,0.1,0.2,0.4,0.067539,factorial_2k,AxBxC,,45,0.133405,65.7,"A=0.1,B=0.2,C=0.4"
,0.1,0.2,0.4,0.515877,factorial_2k,AxBxC,,46,0.210054,66.4,"A=0.1,B=0.2,C=0.4"
,0.8,0.0,0.1,0.662719,factorial_2k,AxBxC,,42,0.049445,62.4,"A=0.8,B=0.0,C=0.1"
,0.8,0.0,0.1,0.826337,factorial_2k,AxBxC,,43,0.036162,66.8,"A=0.8,B=0.0,C=0.1"
,0.8,0.0,0.1,0.732948,factorial_2k,AxBxC,,44,0.120576,60.7,"A=0.8,B=0.0,C=0.1"
,0.8,0.0,0.1,0.504741,factorial_2k,AxBxC,,45,0.029638,57.7,"A=0.8,B=0.0,C=0.1"
,0.8,0.0,0.1,0.54152,factorial_2k,AxBxC,,46,0.085102,56.0,"A=0.8,B=0.0,C=0.1"
,0.8,0.0,0.4,0.662719,factorial_2k,AxBxC,,42,0.049445,56.1,"A=0.8,B=0.0,C=0.4"
,0.8,0.0,0.4,0.826337,factorial_2k,AxBxC,,43,0.036162,57.3,"A=0.8,B=0.0,C=0.4"
,0.8,0.0,0.4,0.732948,factorial_2k,AxBxC,,44,0.120576,54.0,"A=0.8,B=0.0,C=0.4"
,0.8,0.0,0.4,0.504741,factorial_2k,AxBxC,,45,0.029638,55.3,"A=0.8,B=0.0,C=0.4"
,0.8,0.0,0.4,0.54152,factorial_2k,AxBxC,,46,0.085102,52.2,"A=0.8,B=0.0,C=0.4"
,0.8,0.2,0.1,0.153441,factorial_2k,AxBxC,,42,0.190488,53.4,"A=0.8,B=0.2,C=0.1"
,0.8,0.2,0.1,0.576946,factorial_2k,AxBxC,,43,0.12096,53.1,"A=0.8,B=0.2,C=0.1"
,0.8,0.2,0.1,0.550876,factorial_2k,AxBxC,,44,0.375027,50.6,"A=0.8,B=0.2,C=0.1"
,0.8,0.2,0.1,0.121103,factorial_2k,AxBxC,,45,0.135626,49.8,"A=0.8,B=0.2,C=0.1"
,0.8,0.2,0.1,0.683893,factorial_2k,AxBxC,,46,0.187578,48.6,"A=0.8,B=0.2,C=0.1"
,0.8,0.2,0.4,0.153441,factorial_2k,AxBxC,,42,0.190488,50.4,"A=0.8,B=0.2,C=0.4"
,0.8,0.2,0.4,0.576946,factorial_2k,AxBxC,,43,0.12096,50.2,"A=0.8,B=0.2,C=0.4"
,0.8,0.2,0.4,0.550876,factorial_2k,AxBxC,,44,0.375027,46.0,"A=0.8,B=0.2,C=0.4"
,0.8,0.2,0.4,0.121103,factorial_2k,AxBxC,,45,0.135626,47.3,"A=0.8,B=0.2,C=0.4"
,0.8,0.2,0.4,0.683893,factorial_2k,AxBxC,,46,0.187578,46.2,"A=0.8,B=0.2,C=0.4"
